ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
AFG,0.0008634082219466128,0.0008601619645450299,0.0008568684751141715,0.0008536118081538253,0.0008503211574148383,0.0008462328090863898,0.0008421732461556773,0.0008382332946495991,0.0008342238248379788,0.0008301559632087358,0.0008247808828711419,0.0008194647763588169,0.0008140792770338148,0.0008086447991526623,0.000803248415435573,0.000797497757984588,0.000791712870674022,0.0007859356744445533,0.0007801467322001885,0.0007744251795397631,0.0007714746189097026,0.0007688337125081962,0.0007658661814366117,0.0007628986503650274,0.0007599311192934429,0.0007569683668548241,0.0007540056144162051,0.0007510428619775863,0.0007480801095389672,0.0007451173571003484,0.0007422884063847637,0.0007394594556691793,0.0007366305049535948,0.0007338015542380103,0.0007309726035224257,0.0007280050724508412,0.0007250375413792568,0.0007220700103076724,0.000719102479236088,0.0007161349481645035,0.000713031226053402,0.0007097767206271462,0.0007066466854492334,0.0007034965022699245,0.000700323731262811,0.0006970324608332897,0.0006935804810897115,0.0006903309512506831,0.000686931388238086,0.0006834531607504749,0.0006796465910996988
ARG,7.383738649969314e-05,6.724765164024864e-05,6.130556669077091e-05,5.4030584579266175e-05,4.721539992495001e-05,4.122786004277058e-05,3.567318522696599e-05,2.9505431163031584e-05,2.3105496233065317e-05,1.7119840310455452e-05,1.2024123253302115e-05,6.957698266625925e-06,5.0976587806132e-07,-6.0622323474633015e-06,-9.318293520000427e-06,-1.3731711298739806e-05,-1.8697570932420075e-05,-2.3315485068832692e-05,-2.8691823344694845e-05,-3.37802413125901e-05,-3.895988683037951e-05,-4.442480529270068e-05,-5.089647084462239e-05,-5.414478356609981e-05,-5.9855664729043174e-05,-6.597374408138373e-05,-7.052239735516695e-05,-7.607858242513128e-05,-7.731877626403932e-05,-8.613126063562596e-05,-9.311665668365328e-05,-9.943104716345042e-05,-0.00010373312721716666,-0.00010881760121899005,-0.00011264508422934114,-0.00011682105716797589,-0.00012137723576520867,-0.0001250488350679434,-0.00012746580116572122,-0.0001308453871769798,-0.00013279750834896127,-0.00012620288881523513,-0.00013070297400174895,-0.00013495307811592697,-0.0001395418775316673,-0.0001434538773908403,-0.00014819664680503733,-0.00015392455869707542,-0.0001550464561598182,-0.00016047008758706663,-0.00016609343698644103
ARM,0.0003379713119045949,0.0003275849531540493,0.0003171985944035038,0.00030681223565295825,0.0002964258769024127,0.0002862903963825567,0.00027615491586270065,0.00026601943534284466,0.0002558839548229886,0.00024574847430313264,0.00023679570544224145,0.00022784293658135023,0.00021889016772045898,0.00020993739885956774,0.00020098462999867654,0.00019515708709723185,0.00018932954419578697,0.00018350200129434228,0.00017767445839289738,0.00017184691549145263,0.00016936202634938518,0.00016687713720731756,0.00016439224806525027,0.00016190735892318266,0.0001594224697811152,0.0001586316060253226,0.00015784074226953004,0.00015704987851373732,0.0001562590147579447,0.000155468151002152,0.0001588289385653608,0.00016255770192743569,0.0001658432155068262,0.00016900994668020186,0.00017214988090607386,0.0001753716518186421,0.0001786540196641802,0.00018179440254326076,0.00018514319224891747,0.00018841354655044958,0.00018941388613470797,0.00019037862511213428,0.00019122146138232548,0.00019182349033049036,0.0001920289947906309,0.00019124229238280115,0.0001894901019510411,0.00018798435834497566,0.00019040730451364392,0.0001902385088638776,0.00018902486174970692
AUS,-2.0389230934529364e-05,-2.501100789531691e-05,-2.9925377559672094e-05,-3.494964204685074e-05,-3.994286861840247e-05,-4.4327210473368156e-05,-4.908341217591244e-05,-5.3645169907474434e-05,-5.8467389918461215e-05,-6.339091576459727e-05,-6.536387117288267e-05,-6.789705738846782e-05,-7.121729976488852e-05,-7.643640623122155e-05,-7.910826300377483e-05,-7.975884268569312e-05,-7.998564447279422e-05,-8.061678467446293e-05,-8.245565592586695e-05,-8.402760153956217e-05,-8.683448919348763e-05,-8.8096781082575e-05,-8.470543466668234e-05,-8.597425300688785e-05,-8.313915393776356e-05,-8.278127024335653e-05,-8.318436584038027e-05,-8.87337306197301e-05,-9.615005469307009e-05,-9.690878216824417e-05,-9.992279901588537e-05,-0.0001010548365650315,-0.00010075152642633053,-0.0001033676631870807,-0.00010992642929244013,-0.00011577060328657896,-0.00012169761910405636,-0.00011958391016281863,-0.00012043794183169622,-0.00012537833261459905,-0.00012318400258865632,-0.00012680823429523876,-0.00013637821858426672,-0.0001536091293054075,-0.00016365115684111703,-0.00017007909798955967,-0.00018170122327336425,-0.0002024122070654773,-0.00018995656952877627,-0.00021161937632193414,-0.0002355915608420198
AZE,0.0003340754295257204,0.0003376570149333734,0.00034123860034102646,0.0003448201857486795,0.00034840177115633256,0.0003511638210103998,0.0003539258708644672,0.00035668792071853446,0.0003594499705726018,0.00036221202042666903,0.0003576986015907407,0.0003531851827548125,0.0003486717639188841,0.00034415834508295576,0.0003396449262470274,0.00033754232774220103,0.0003354397292373748,0.00033333713073254844,0.000331234532227722,0.00032913193372289574,0.0003274092365388278,0.0003256865393547599,0.00032396384217069194,0.00032224114498662396,0.000320518447802556,0.000319918729365384,0.000319319010928212,0.0003187192924910399,0.00031811957405386787,0.0003175198556166958,0.00032126651778348667,0.0003260910127982024,0.00033008947031475816,0.0003339765985498778,0.00033774653649668566,0.00033968012433070185,0.0003414337346351945,0.00034327270541695173,0.00034520637579520206,0.00034699229266043523,0.00034449213582850584,0.000341968808437802,0.0003393151103170792,0.0003365741190654973,0.0003330393108400764,0.00032871188948833637,0.00032335209845623855,0.00031725607151103155,0.000316170562666341,0.000311846887450801,0.000306060129333665
BHR,-3.981719520271417e-05,-4.024727216961056e-05,-4.067734913650663e-05,-4.1107426103402967e-05,-4.153750307029925e-05,-4.4583881585814607e-05,-4.7630260101330234e-05,-5.0676638616845536e-05,-5.372301713236089e-05,-5.676939564787641e-05,-5.963657542718508e-05,-6.250375520649369e-05,-6.537093498580225e-05,-6.82381147651108e-05,-7.110529454441947e-05,-7.379566490400412e-05,-7.648603526358867e-05,-7.917640562317332e-05,-8.186677598275786e-05,-8.455714634234262e-05,-8.863685047716711e-05,-9.153299159224404e-05,-9.399860049212247e-05,-9.687833515256076e-05,-9.75100407483373e-05,-9.630899674672783e-05,-9.975757242439956e-05,-0.00010297177629411622,-0.00010547934506650836,-0.00010889736630905942,-0.0001106188975638847,-0.00011127730478297708,-0.00011319024241784892,-0.000114702476782958,-0.00011580351096683974,-0.00011608454570681071,-0.00011626425110629183,-0.00011491516169560595,-0.00011555348576786821,-0.00011892385815352616,-0.00011779701668032238,-0.00011843026530205072,-0.00012074959709164042,-0.00012314163094494257,-0.00012669057760652093,-0.00013008781568192996,-0.00013317025097405897,-0.00013734112372477394,-0.00013053375556418853,-0.0001402565245926901,-0.00014518317785561588
NGD,0.000898159165816968,0.0008955830983901378,0.0008930085509625789,0.0008904411334771918,0.0008878569500566061,0.0008845424716255652,0.000881219340259005,0.0008779173394070521,0.0008745898478834512,0.0008712777136688767,0.0008659317243963514,0.000860653420906028,0.0008552426129396216,0.0008497550659104733,0.0008441981326596622,0.0008324975229855379,0.0008205352010968107,0.0008084598591569462,0.0007964267290005479,0.0007843902270368505,0.0007780415080692059,0.0007717759785330965,0.0007654900694674513,0.0007591225999943256,0.0007527709187072609,0.000747262584690497,0.0007416873858153111,0.0007361305744491271,0.0007305886691686108,0.0007250050056580313,0.0007205061069607663,0.0007160084937441844,0.0007114976449229393,0.0007070029775460003,0.0007024448235108875,0.000697878722154042,0.0006933323961171786,0.0006887845438823619,0.000684239830653792,0.0006796979257920238,0.0006748247867253834,0.0006699395283951287,0.0006649960025412651,0.0006600487842030538,0.0006551161670461371,0.0006497079262087416,0.0006442278069255527,0.0006386822557118152,0.0006331589630289286,0.0006276222686457217,0.0006215492327304483
BLR,0.0005578766527249617,0.000544195426544694,0.0005305142003644264,0.0005168329741841586,0.000503151748003891,0.0004890953991358303,0.0004750390502677697,0.0004609827013997092,0.00044692635253164867,0.00043287000366358806,0.0004170909576114595,0.000401311911559331,0.00038553286550720254,0.000369753819455074,0.00035397477340294554,0.0003399160352184022,0.00032585729703385886,0.0003117985588493155,0.0002977398206647722,0.00028368108248022874,0.00027093407904471925,0.00025818707560920965,0.00024544007217369994,0.00023269306873819023,0.0002199460653026807,0.00021003518053220384,0.00020012429576172708,0.0001902134109912502,0.00018030252622077336,0.0001703916414502964,0.0001656532886235467,0.00016117939921324705,0.0001566947975016277,0.00015232507755270653,0.00014786854806484416,0.00014280308416400486,0.0001380315578850024,0.00013289460724880099,0.00012864857474022105,0.0001236222544969529,0.00011799434890851949,0.00011180376979073696,0.00010538910688776839,9.850727793304475e-05,9.122185415039467e-05,8.427813791537673e-05,7.698198389052043e-05,6.807644137190525e-05,6.52241395084526e-05,5.8463984053955644e-05,5.1545049236800084e-05
BEL,-0.00014680277171419105,-0.00014860885458033255,-0.00015043238543123406,-0.0001524060065182109,-0.00015430903675989096,-0.00015625634889714784,-0.0001582185556706898,-0.00016019509568854608,-0.00016238505729145535,-0.00016465702420247392,-0.00016684744285930383,-0.00016994796548701395,-0.00017372447996759073,-0.00017700238219901397,-0.00018056436983768796,-0.00018385917266366546,-0.0001885080185219047,-0.00019458826747781896,-0.000199947516676939,-0.00020432119592458063,-0.00020090770213976664,-0.00019952298419644975,-0.00019978554856191428,-0.0002002772089057935,-0.00020220784857989497,-0.00021048478141958956,-0.0002178057672330815,-0.00022152027707370014,-0.00022287075254106268,-0.00023253095387969496,-0.00023441706341440817,-0.00024028726046007392,-0.00023894766474779337,-0.00024396115658035795,-0.00025378305693284206,-0.00025264782278105146,-0.00024786571335089886,-0.0002497888539955749,-0.00025025256901448317,-0.000246393463283218,-0.0002466041037656357,-0.0002509991206969709,-0.0002633110842615783,-0.00027368901251116694,-0.0002768895708596008,-0.0002813522283244775,-0.00029313417160231777,-0.0003023174242764268,-0.0002951722422426914,-0.00029376494039832807,-0.00030161350274622025
BEN,0.0008435181029655509,0.0008357695401715589,0.0008280070965315152,0.0008202465850037153,0.0008124832443448889,0.0008025089524932784,0.000792542743001422,0.0007825638540519785,0.0007725974056213862,0.0007626322759624926,0.000750181018892599,0.0007376779952232395,0.0007251645066985091,0.0007126833969543745,0.0007001568813679155,0.000687168129292087,0.0006741613442891528,0.0006610791472528642,0.0006479562053115053,0.0006348632689861885,0.0006266891210130619,0.0006184619426396373,0.0006103124452558295,0.0006020917034427227,0.0005938500296840206,0.0005849104408142301,0.0005760087158955353,0.0005671899810618283,0.0005584508707862799,0.0005494632453490878,0.0005440506801057125,0.0005387650624651698,0.0005331372930837328,0.0005279865947575811,0.0005223714607464372,0.000518565996687063,0.0005148576907494273,0.0005110551478261442,0.0005073043089213049,0.0005036046785289659,0.0004972062901325217,0.0004907620934593967,0.00048420037376281937,0.00047772005856712814,0.00047129508393864585,0.0004634653085703714,0.0004555277348151283,0.00044752236025285885,0.0004398019927142266,0.0004320737891978272,0.00042418125020869077
