ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
CZE,5.088164181540463e-06,3.5616889125780955e-06,2.044521419645968e-06,5.304565187239568e-07,-9.711980141577793e-07,-2.4666473630192965e-06,-3.955891527860622e-06,-5.438930508681823e-06,-6.9095591214626275e-06,-8.373982550223308e-06,-1.1144597215230232e-05,-1.483357911522264e-05,-1.8448098806973003e-05,-2.2000566658521626e-05,-2.548477748584837e-05,-2.890073128895322e-05,-3.2232915107785744e-05,-3.5490636718376185e-05,-3.8670793528714506e-05,-4.177338553880064e-05,-4.27475994299677e-05,-4.265762426167516e-05,-4.2567649093382695e-05,-4.247767392509015e-05,-4.238769875679766e-05,-4.22977235885052e-05,-4.220774842021271e-05,-4.211777325192022e-05,-4.202779808362768e-05,-4.193782291533519e-05,-4.2946114772917006e-05,-4.200173287411378e-05,-4.0931233216402724e-05,-3.9756099633382575e-05,-3.79843739748961e-05,-3.676508693684137e-05,-3.693331656594789e-05,-3.599262750231014e-05,-3.576101400602374e-05,-3.5693804939691126e-05,-3.465847894222288e-05,-3.280142065043911e-05,-3.057528568788937e-05,-2.814964848839481e-05,-2.6015931189028976e-05,-2.3677368051020647e-05,-1.9771870320977434e-05,-1.4556957883599562e-05,-1.7758977826914452e-05,-1.7468041877896512e-05,-1.5043213405067541e-05,-1.7378507623493772e-05,-1.745182198477031e-05,-1.7941709840801152e-05,-2.0576128190658786e-05,-2.0000092420147732e-05,-1.8109982335341013e-05,-1.535275500756943e-05
DNK,-3.440005464937786e-05,-3.649740684819611e-05,-3.8557527942893304e-05,-4.058041793346943e-05,-4.256297422791452e-05,-4.433455426567368e-05,-4.5775386749808734e-05,-4.7348108046748396e-05,-4.854029109625725e-05,-4.977586080068925e-05,-5.089278811582789e-05,-5.148413118343377e-05,-5.127944921885482e-05,-5.199074255598786e-05,-5.200700079390126e-05,-5.250393463232701e-05,-5.223939019403863e-05,-5.075625579717641e-05,-4.9395046421443794e-05,-5.009576913493803e-05,-5.27750519099993e-05,-5.343703212504924e-05,-5.3713404678552514e-05,-5.439263721565064e-05,-5.392972468553942e-05,-4.854080144529814e-05,-4.4086497863181926e-05,-4.304374206767631e-05,-4.4096393323542524e-05,-3.853123703673357e-05,-3.847944450265038e-05,-3.560530909885744e-05,-3.796875584194135e-05,-3.528039810584712e-05,-2.9171769355226007e-05,-2.8909430265483524e-05,-3.224766269582526e-05,-3.1716096282729815e-05,-3.171276245064083e-05,-3.487477558529517e-05,-3.502053219469196e-05,-3.246682057896651e-05,-2.444862989477804e-05,-1.808944804811266e-05,-1.634353463627788e-05,-1.3363079839811371e-05,-6.498921940877012e-06,-3.54345279012186e-07,-7.99331225074558e-06,-8.571694467333639e-06,-4.782185303899784e-06,-9.109374556847923e-06,-6.4718663941476816e-06,-5.268084338041126e-06,-1.6373924581787516e-05,-1.510456454701391e-05,-1.2597366051140911e-05,-8.093559683120587e-06
DJI,7.937952462471051e-06,4.304817218660166e-06,6.809897508795618e-07,-2.9335299408707885e-06,-6.523228896540453e-06,-1.009431230014961e-05,-1.3643677559688143e-05,-1.7168222083146017e-05,-2.0655535502482836e-05,-2.410872040970873e-05,-2.7524674212813565e-05,-3.090649950380746e-05,-3.4232478138619836e-05,-3.7518123077300984e-05,-4.075412654382088e-05,-4.394359113018943e-05,-4.707100387635628e-05,-5.0145672558351623e-05,-5.31613919921554e-05,-5.6124367361787644e-05,-5.9015983115187935e-05,-6.185175221240662e-05,-6.359540892207502e-05,-6.425005583620327e-05,-6.490160015832134e-05,-6.555004188842935e-05,-6.619227843451722e-05,-6.6834514980605e-05,-6.747054634267268e-05,-6.810347511273021e-05,0.00016227388943469928,0.00016212806761022522,0.00016198534837776125,0.00016183952655328724,-6.916766417218976e-05,-6.93134859966638e-05,-6.945620522912777e-05,-6.959892446159173e-05,0.0001611228277989573,-6.988746551852976e-05,-7.003018475099375e-05,-7.017290398345766e-05,-7.031562321592165e-05,-7.045834244838564e-05,-7.05979590888395e-05,-7.074067832130347e-05,-7.088339755376746e-05,0.00015983835470678162,-7.116573342668526e-05,-7.133637598723998e-05,-7.153804446789557e-05,-7.176763627664198e-05,-7.202825400548919e-05,-7.213645799655847e-05,-7.221369890371651e-05,-7.239301318579764e-05,-7.263545171942956e-05,-7.286012765529994e-05
DOM,9.25531747578797e-05,8.961706958925974e-05,8.661111281412125e-05,8.354376064378775e-05,0.0003112362087212677,7.722360453424683e-05,7.402439547813725e-05,7.077953716997724e-05,6.754099964302171e-05,6.428690353164845e-05,6.0980121947802925e-05,5.767749819624615e-05,5.43675118435135e-05,5.1077351157689406e-05,4.77894488071015e-05,4.440577688546923e-05,4.107670489054868e-05,3.763087727509683e-05,3.4307380930386276e-05,3.107397605988541e-05,2.775287356296378e-05,2.584183191645769e-05,2.5139077836665184e-05,2.4689586354692943e-05,2.2630854958852106e-05,2.195766057247566e-05,2.1041837620128074e-05,2.010220289516324e-05,1.9460824038047874e-05,1.8661759012180286e-05,1.8222486125893747e-05,1.7609098801573924e-05,1.700321532281379e-05,1.4987295781837903e-05,1.2610293096622374e-05,1.01924704368407e-05,7.812649984063845e-06,5.4219745189512545e-06,2.876570306117033e-06,5.819102847137632e-07,-1.8124748218024977e-06,-4.1293192049587305e-06,-8.75653244175595e-06,-1.2997827486159995e-05,-1.5572113915769076e-05,-1.9539551883323075e-05,-2.2941310065947564e-05,-2.6473044283086382e-05,-3.038263638288192e-05,-3.354329138289134e-05,-3.646150272121816e-05,-3.9258832130143866e-05,-4.204926558327052e-05,-4.4478147746241406e-05,-4.689654137298352e-05,-4.918030662727675e-05,-5.140980440124487e-05,-5.3372352007438595e-05
ECU,9.225667555762468e-05,9.034490297314674e-05,8.871209932955492e-05,8.719432756568887e-05,8.560410988733816e-05,8.39784546404329e-05,8.23635168985817e-05,8.071267337671198e-05,7.916031530254097e-05,7.743847170401825e-05,7.574300460596009e-05,7.413392707236416e-05,7.256582462107968e-05,7.125415514436027e-05,6.859976724518278e-05,6.595150747185446e-05,6.337673490454652e-05,6.0613771569520715e-05,5.803756579981041e-05,5.564379476533547e-05,5.325607007882933e-05,5.0034594988745775e-05,4.6987714193541556e-05,4.447940924998858e-05,4.2044564187208276e-05,3.9349159326631836e-05,3.67293578038363e-05,3.4172263619310996e-05,3.1837559550976083e-05,2.955718886101524e-05,2.779008852880249e-05,2.626270133207564e-05,2.4713349009165588e-05,2.3463581175977598e-05,0.0002528630018568853,2.0439247994593975e-05,1.9095359670062863e-05,1.745320699920067e-05,1.5059760451042068e-05,1.3344624693144611e-05,1.2312854076390828e-05,1.1643959385177892e-05,1.1323033731431398e-05,1.1015608271028316e-05,1.0763814845553748e-05,1.0533493046441242e-05,1.0198562164409966e-05,1.037804269046572e-05,9.752915236216158e-06,9.61267571864696e-06,9.768687981583804e-06,9.900334228214193e-06,9.908031123658569e-06,9.85694447961009e-06,9.139831538567517e-06,8.643421223846742e-06,8.398840100090822e-06,8.082240473595445e-06
EGY,9.63063685775204e-05,9.521425618997006e-05,9.411904121040968e-05,9.302072363883917e-05,9.191930347525858e-05,9.082212811789163e-05,0.00032058579515073364,8.861390809689218e-05,0.00031837978221075394,0.00031730843572355704,8.533640754294465e-05,8.42292040169068e-05,0.00031398606094293834,8.196187474985829e-05,8.089533497616417e-05,7.980454128276577e-05,7.934906104228767e-05,7.930146580235116e-05,7.932986686200134e-05,7.936579465306306e-05,7.931407671431819e-05,7.939014086819878e-05,7.940455992985463e-05,7.94075357208004e-05,7.945574197239069e-05,7.94320282713142e-05,7.962799560767663e-05,7.989837012395491e-05,8.039259912398932e-05,8.085150638672769e-05,8.113169085260468e-05,8.161645395403075e-05,0.000312968035930266,0.0003134634590871084,0.0003140067261243793,0.00031453293627806383,0.000314772393182059,0.0003147137034189347,8.377837703972144e-05,8.375618184816164e-05,8.354551416669057e-05,8.321459921965356e-05,8.29675053355886e-05,8.27373062903387e-05,8.273855339840877e-05,8.28394134396785e-05,8.313567536133672e-05,8.363325215054127e-05,8.402138706058146e-05,8.444831198112881e-05,8.467738317135837e-05,8.535445668290354e-05,8.555558039595831e-05,0.0003167199227566667,0.00031714198972822077,0.00031722092466892726,0.00031605077627351325,0.0003161794685072072
SLV,9.348629544510308e-05,9.317293365208438e-05,9.285957185906569e-05,9.254621006604699e-05,9.223284827302828e-05,9.192565077604343e-05,9.161922295596965e-05,9.130488428999022e-05,0.00032185988118254476,9.06963486280307e-05,9.03777172770795e-05,0.00031970804800325153,8.733512961282323e-05,8.582824216610087e-05,8.431138497315146e-05,8.284781818547918e-05,8.142497844832513e-05,7.987569858675924e-05,0.0003092254855214385,0.0003076461685898573,0.00030600614293499343,0.00030438628584514293,0.000302802551050645,0.0003012208300180373,0.0002996376907132078,0.0002980122538795109,0.0002964333172195688,0.0002948606224804131,0.0002932755941782009,0.0002917471323236765,0.00029021361955763495,5.7836907763501866e-05,5.4583639955269545e-05,5.078022962981628e-05,4.7032832377576004e-05,4.317676133258587e-05,3.9348315208745725e-05,3.5554059296307534e-05,3.387709373706294e-05,3.223714705319504e-05,3.060633161215679e-05,2.8959801068191366e-05,2.736141596512384e-05,2.574710426580825e-05,2.4242192258640597e-05,2.280489534486095e-05,2.1162119988622552e-05,1.8527614177718267e-05,1.5673483625913646e-05,1.3081249455723634e-05,1.0699665719677992e-05,8.212928784644472e-06,5.672656176409645e-06,3.164521228887971e-06,7.365640076395296e-07,-1.6392774137943041e-06,-3.922589752743935e-06,-6.0629485340738605e-06
ERI,0.00017656034723231872,0.00017555510742105082,0.000174518841689682,0.00017345465263022246,0.00017236564283468225,0.00017124250452703107,0.00017008834029927903,0.0001695981307616854,0.00016910481863208166,0.00016860530131845782,0.0001680995788208138,0.00016758765113914956,0.00016706951827346518,0.00016654828281577073,0.00016602084217405606,0.00016548409375631118,0.00016494734533856626,0.00016440128914479112,0.00016384902776699577,0.00016329366379719035,0.00016272899205135467,0.00016216121771350892,0.000161587238191643,0.00016083641092520213,0.0001590524205194026,0.00015720948086541143,0.0001553137971472488,0.00015335916418089454,0.0001513517871503688,0.00014928546087165142,0.0001471601853447424,0.00014497596056964177,0.0001427362957140306,0.00014047583710376463,0.00013814705657365955,0.00013579201759460888,0.00036418643106661547,0.00036168691039298816,0.00035907089445480993,0.0003564277437936597,0.00012288026991949508,0.0001201049332161656,0.0003482147404246848,0.00011458050077506365,0.00011165740713940046,0.00010873431137454151,0.00010576587691456854,0.0003335929876738064,0.00010108054538815589,9.933399628427701e-05,9.765091964199925e-05,9.765091964199925e-05,9.765091964199925e-05,9.765091964199925e-05,9.765091964199925e-05,0.0003285153911350122,9.765091964199925e-05,9.765091964199925e-05
EST,1.5866385537345972e-05,1.3483594873599808e-05,1.111321457789396e-05,8.755244650228495e-06,6.4220954586437435e-06,4.0982540430892185e-06,1.7961307716053037e-06,-4.935821318382682e-07,-2.7584742992011542e-06,-4.7441331856563044e-06,-6.407122503062471e-06,-8.063906636448446e-06,-9.70207521777394e-06,-1.1327833431059092e-05,-1.2941181276303874e-05,-1.4545221345518443e-05,-1.613064586267245e-05,-1.7703660011786086e-05,-1.8860926831548242e-05,-1.9524881521706662e-05,-2.0185733619854993e-05,-2.0843483125993316e-05,-2.149813004012143e-05,-2.2152776954249663e-05,-2.2801218684357624e-05,-2.3446557822455537e-05,-2.4091896960553504e-05,-2.47341335066413e-05,-2.48116983068935e-05,-2.4240821377037646e-05,-2.3666841855171715e-05,-2.308975974129564e-05,-2.2512677627419607e-05,-2.1778700454904345e-05,-2.0833186196870715e-05,-1.9962384017006382e-05,-1.9030657585597153e-05,-1.7967877374122193e-05,-1.7312333646429345e-05,-1.6848765444321058e-05,-1.5956960801993218e-05,-1.4599792525805765e-05,-1.205372776180415e-05,-9.686254209253747e-06,-7.565539611533367e-06,-4.595648986932316e-06,5.53924188889703e-07,2.6682330476660943e-06,-9.029112705189634e-07,-5.149208013225081e-07,3.168552753708901e-06,3.0370071204257275e-06,4.473632567207839e-06,5.396909093119997e-06,1.6515657239882052e-06,2.022248829616812e-06,3.9731254211189225e-06,6.853352028085796e-06
ETH,0.00018562818031337403,0.00018493319970311475,0.00018421960354079493,0.00041434565813540744,0.0004135855230929364,0.00041280056731438455,0.0004119938933917622,0.00041149747867014837,0.0004109948587645144,0.0004104798284908401,0.00040995859303314563,0.0004094249472074109,0.00040888509619765585,0.0004083359374118706,0.000407774368258045,0.00040720349132818915,0.0004066264092143132,0.0004060369167323968,0.00040543501388244006,0.0004048269058484632,0.00040420638744644596,0.00040358209413984516,0.0004029586864871361,0.00040227896482508745,0.00040162519746495917,0.000400925703743425,0.0004002216802747672,0.0003994965689765336,0.0003987662112445091,0.00039802567871486576,0.00039728227137104174,0.0003964318620967405,0.0003955994550728219,0.0003947556745711576,0.000394145323145844,0.00039360247390406216,0.0001621753061147648,0.0003924530039178347,0.00039187589263249247,0.00039130123082056214,0.00039071677390750984,0.0003901139596276425,0.0003895270065512505,0.0003889447313200249,0.00038836664590949756,0.00038778652322401234,0.0003871706070294179,0.00038604316912072315,0.00038486472038650507,0.00038355065090367604,0.000382274917139848,0.00038108650257245765,0.0003798364500297165,0.00037860197607896034,0.00037735297620684926,0.0003760825863857823,0.00014389987797542995,0.00014249889971253266
FIN,-4.058940452013744e-06,-6.570780760330506e-06,-9.036651677205484e-06,-1.1410101514544045e-05,-1.3770988466704008e-05,-1.617317818988007e-05,-1.8674069921074293e-05,-2.133723960806733e-05,-2.3512234805497895e-05,-2.5649361689114705e-05,-2.7900702446338673e-05,-2.998264923567008e-05,-3.140986709916291e-05,-3.266011799346937e-05,-3.4071848990723135e-05,-3.600345715457681e-05,-3.80705303388532e-05,-3.98403086083513e-05,-4.025358175483649e-05,-4.0415055373019916e-05,-4.3243763414773176e-05,-4.585238379181371e-05,-4.893390613870251e-05,-5.106738115567887e-05,-5.287535860062616e-05,-5.1122289767801865e-05,-4.918308073111752e-05,-4.7362993908496966e-05,-4.728067006374033e-05,-4.430064701003278e-05,-4.9107248931133576e-05,-5.365166981214492e-05,-5.9969520257605356e-05,-5.772203131481889e-05,-5.1672378097859366e-05,-5.304345383226277e-05,-5.505947378292507e-05,-5.4284014786780806e-05,-5.48312006985286e-05,-5.7753921830310776e-05,-5.7563969318609134e-05,-5.5758871002863927e-05,-4.925729094769574e-05,-4.406807736243636e-05,-4.293436014939195e-05,-4.0860594663033915e-05,-3.2911411437229024e-05,-2.7375877520740332e-05,-3.501712552744362e-05,-3.703940893732223e-05,-3.3380097980942596e-05,-3.891608125689813e-05,-3.729142360508176e-05,-3.7004585307539456e-05,-4.577240359424767e-05,-4.481037435935325e-05,-4.217385173664625e-05,-3.777164567099402e-05
FRA,0.00021603036847407772,0.00021346758988638982,-2.096798370790984e-05,-2.4488024424395286e-05,-2.7978651731489423e-05,-3.138756335624944e-05,-3.4718601484607606e-05,-3.722885918889984e-05,-3.825116970050679e-05,-3.939234109991686e-05,-4.028530270123925e-05,-4.073683679073505e-05,-4.0676052594027076e-05,-4.1483999152976077e-05,-4.076517110223249e-05,-4.078168514027008e-05,-4.0232270819079067e-05,-3.845281744107028e-05,-3.645913393497368e-05,-3.490610815442435e-05,-3.698291437700393e-05,-3.791243297383555e-05,-3.872728676858293e-05,-3.962332554416595e-05,-3.945871131497936e-05,-3.532450497434549e-05,-3.236353011279669e-05,-3.100348465995861e-05,-3.121963564186202e-05,-2.6808595404198728e-05,-2.7482676276202605e-05,-2.554360212650638e-05,-2.7731693269660804e-05,-2.6971424279184522e-05,-2.3571945560898943e-05,-2.4120649849368673e-05,-2.7697610192391043e-05,-2.7353987237716063e-05,-2.8313300932843326e-05,-3.17805458260895e-05,-3.249442254130345e-05,-3.126320776251328e-05,-2.581188863277392e-05,-2.176592579572008e-05,-2.1354180241424744e-05,-2.017411984163885e-05,-1.5075181314310625e-05,-1.1418241841722895e-05,-1.6536618682194118e-05,-1.8401936106056375e-05,-1.5542066217587004e-05,-1.9707863284048474e-05,-1.8518598675097345e-05,-1.8841519261266382e-05,-2.7045556191823808e-05,-2.7455095766327947e-05,-2.6285979516591342e-05,-2.3885585049478094e-05
GAB,0.00011056851647179349,0.00010667700619229633,0.0001024853804855702,0.0003291517337644774,9.378264460648424e-05,8.909293280350663e-05,8.421549893708638e-05,7.913134632087774e-05,7.387950294611081e-05,6.840816549975969e-05,6.204804813524159e-05,5.545953479987941e-05,4.916477275909147e-05,4.365212818431794e-05,3.758683088628966e-05,3.178471619451166e-05,2.407326168823716e-05,1.5964707554358607e-05,9.618549849607795e-06,4.212441688122024e-06,-3.795401397185225e-06,-8.57282540353873e-06,-1.3261087595798284e-05,-1.7323566089034044e-05,-2.188328382386562e-05,-2.5983898850737288e-05,-3.0270533902635434e-05,-3.4059032585444875e-05,-3.803497018655056e-05,-4.021848829446171e-05,-4.515708303559846e-05,-4.910271971133161e-05,-5.451406400818317e-05,-5.770782669811149e-05,-5.972419820778611e-05,-6.175234639416058e-05,-6.486522435171228e-05,-6.836282104762269e-05,-7.076644373910486e-05,-7.290334733246637e-05,-7.540013096235648e-05,-7.752745188452067e-05,-7.882035616727949e-05,-8.004369031284171e-05,-8.079441128930375e-05,-8.244935318258827e-05,-8.299486203167767e-05,-8.286759883763817e-05,-8.763358554600122e-05,-8.809646091764467e-05,-8.757069058653536e-05,-9.038706851777884e-05,-9.216064530253931e-05,-9.37314035758566e-05,-9.780354913029344e-05,-9.963663096410608e-05,-0.00010066121607573097,-0.00010102805530867089
GMB,0.00015301071920187901,0.00015237779043182143,0.00015136324284452328,0.00014883463035630305,0.00014617881159566934,0.00014338647878659182,0.00014045494010688235,0.00013735291870864012,0.00013414276502586234,0.00013078781127726351,0.0001272740384545565,0.00012360471365598116,0.00012014050149803108,0.00011790355976170355,0.0001156084628201195,0.0001132146891591859,0.00011083585401216325,0.00010841620666465452,0.0001059490062603879,0.00010342610851716759,0.0003316254340948284,9.808576798301233e-05,9.529302724905879e-05,9.212362697177456e-05,8.90465751285476e-05,8.57768994352313e-05,8.25703404857404e-05,7.93245356254048e-05,7.600742415730029e-05,7.266289133951896e-05,6.967663206065287e-05,6.623246178546539e-05,6.294425643578802e-05,6.016124371872769e-05,5.741639231580085e-05,5.467372085483545e-05,5.182216717604438e-05,4.9034355045983246e-05,4.618250328888553e-05,4.331783366391109e-05,4.040119070965037e-05,3.7475761044754874e-05,3.46825836836925e-05,3.276316446486737e-05,3.051862173935812e-05,2.8246742725000785e-05,2.6118303413427517e-05,2.4020057044236973e-05,2.1662093164425065e-05,1.9444344865044927e-05,1.709110753953678e-05,1.4831037775000732e-05,1.2563816037957932e-05,1.0259553524619557e-05,8.149359379307054e-06,6.034001035159592e-06,3.917735831678029e-06,1.8779145035658468e-06
GEO,6.0312736489964434e-05,5.878626122100204e-05,5.725668336002958e-05,5.572090031503695e-05,5.418511727004429e-05,5.264623163304156e-05,5.110424340402874e-05,4.955915258300586e-05,4.801716435399304e-05,4.6515509821111344e-05,4.506349676039105e-05,4.361148369967071e-05,4.216257323096049e-05,4.071366276225024e-05,3.9261649701529964e-05,3.780963664080964e-05,3.6360726172099406e-05,3.490871311137908e-05,3.363975297925383e-05,3.258176910381448e-05,3.1529990412395254e-05,3.047510912896597e-05,2.942022784553668e-05,2.83684491541175e-05,2.7316670462698307e-05,2.626799436328919e-05,2.521931826388007e-05,2.4170642164470952e-05,2.3956563315774993e-05,2.469808280618558e-05,0.0002559572469166602,0.0002560573445626918,0.0002565592886421493,2.640452251599375e-05,2.7213703924347277e-05,2.8089418031285418e-05,2.8970470115902033e-05,2.976652429852722e-05,3.0308469679709657e-05,3.114449463579769e-05,3.194933418046189e-05,3.187549750786077e-05,3.084952586247833e-05,0.0002608513184889275,2.9176610649639835e-05,2.838439118009479e-05,2.7922847650778834e-05,0.0002583867871316835,2.5747322504318345e-05,2.502759626854517e-05,2.4747809540718002e-05,2.4018983774088925e-05,2.3067244960987205e-05,2.2015566708678938e-05,1.9995208480113355e-05,1.8843779574968472e-05,1.7962256494380817e-05,1.7134503656456726e-05
DEU,-2.1201109158853413e-05,-2.1402777639509003e-05,-2.1601343528154516e-05,-2.1803012008810106e-05,-2.200157789745562e-05,-2.2200143786101106e-05,-2.2398709674746647e-05,-2.2597275563392133e-05,-2.2795841452037674e-05,-2.2991304748673112e-05,-2.267296814187315e-05,-2.2135455710564652e-05,-2.0882336709580988e-05,-2.0374336837514605e-05,-1.986060361551631e-05,-1.9576705043589676e-05,-1.85417355181931e-05,-1.663536073806318e-05,-1.4732214109432177e-05,-1.3917862925277074e-05,-1.6598334363405188e-05,-1.730590924506025e-05,-1.7350607082407512e-05,-1.7491465532625103e-05,-1.6637081887888096e-05,-1.1683307676508514e-05,-8.644782860929329e-06,-7.700885539917298e-06,-7.822503733657333e-06,-3.0143705683888765e-06,-2.2644548617886873e-06,1.0148742706772031e-06,-4.6880519512812555e-07,6.670624806204891e-07,5.306757292311616e-06,3.2964771601875185e-06,-1.42391521959735e-06,-1.6965781393144089e-06,-2.98992605622184e-06,-7.204827000936652e-06,-7.873285769433681e-06,-6.80676759647907e-06,-1.463803194455047e-06,2.3036126210993656e-06,2.215680024666533e-06,3.6980279476690314e-06,9.166615889738745e-06,1.2995170548194172e-05,7.83016042201737e-06,7.278378150823189e-06,1.2587980395663598e-05,9.335283433107718e-06,1.2110836303207842e-05,1.4015566421477966e-05,6.098687862189905e-06,7.1334630587054895e-06,9.494249979995499e-06,1.3224323914134509e-05
GHA,0.0001331163168516486,0.00013140047553095903,0.00012967172131338937,0.0001279159316861549,0.00012616026944628427,0.0003552001181420811,0.00012241911443836373,0.00012052214978989665,0.00011865492414691047,0.00011717708266761251,0.00011652519290546335,0.00011580199177471042,0.00011516128620601184,0.00011452481571670167,0.00011382434309048812,0.00011312678378053222,0.00011247926696788435,0.00011183561202211622,0.00011117095376355209,0.00011050755713181547,0.00034063927864560177,0.00010904305598131861,0.000339190333498361,0.00010720860493766537,0.00010507329272868202,0.00010301262746549952,0.00010076454412529354,9.855653595590587e-05,9.633032686900483e-05,9.412811815494155e-05,9.190695315475944e-05,8.959876848215014e-05,8.726048238537802e-05,8.489776419761766e-05,8.263006820784772e-05,8.030433520976432e-05,7.793830312171062e-05,7.559420011971544e-05,7.322086465329199e-05,7.07338481827686e-05,6.866109744683569e-05,6.661105309592455e-05,6.458683905754314e-05,6.253762714284933e-05,6.052013576596776e-05,5.889604073596995e-05,5.6975293103393894e-05,5.501247859374646e-05,5.274562575061786e-05,5.08882802682262e-05,4.9076081248360506e-05,4.7032786872857155e-05,4.582288864467263e-05,4.3267812308976734e-05,4.0963843823368256e-05,3.909804324322744e-05,3.716579511393625e-05,3.534378791704432e-05
GRC,1.6845590590209718e-05,1.412397394942614e-05,1.1477869523977762e-05,8.859194381914012e-06,6.293568406710252e-06,3.7264097654986976e-06,1.1461112806149368e-06,-1.3974887011214274e-06,-3.81375476027896e-06,-6.207483608858339e-06,-8.292868438007509e-06,-9.567485874272942e-06,-1.0415222876734891e-05,-1.1577261155050833e-05,-1.2728562328544288e-05,-1.3971350059117509e-05,-1.4896621153143367e-05,-1.5454452449272524e-05,-1.5765098359828348e-05,-1.7015589774441292e-05,-1.885952439666058e-05,-1.9231380044018695e-05,-2.04800145272273e-05,-2.1272263211988035e-05,-2.1909782198309036e-05,-2.152793248576547e-05,-2.107025295037591e-05,-2.046521730829556e-05,-2.076411612242207e-05,-1.931998584943847e-05,-1.916115791562444e-05,-1.8397238809992933e-05,-1.9668106619324672e-05,-1.924344295638051e-05,-1.745901455580636e-05,-1.6918163666605648e-05,-1.7658841475627702e-05,-1.7979926578571382e-05,-1.861153417230467e-05,-2.0370776359951773e-05,-2.0409404105603188e-05,-1.9801701520167324e-05,-1.594983829857992e-05,-1.3120493021192336e-05,-1.3606545518365362e-05,-1.2169219283264125e-05,-8.668298005303044e-06,-6.1480285645510704e-06,-9.920822366508929e-06,-1.4267286834555691e-05,-1.6532813855390534e-05,-2.1881690602173405e-05,-2.3396025628071826e-05,-2.4604247348792554e-05,-2.9826030133537886e-05,-3.094334374646393e-05,-3.110210572738808e-05,-3.0472515494523928e-05
GTM,0.00011314442915666165,0.00011111821693227674,0.0003399503027727143,0.0001072364896918577,0.00033714705974867664,0.00033619299085100907,0.0003352360926071111,0.0003342961035068607,0.0003333373121822026,0.0003323949015155916,0.0003314198940061644,0.0003304513820422296,0.00032954556546889685,0.0003286647491281158,0.0003277564253369186,0.0003268794123699247,0.0003260614701646686,0.00032514739527033634,0.0003242622989847296,0.000323390873263202,0.0003224709340138459,0.0003214525427593938,0.00032046093985501023,0.0003194774736556268,0.00031846876552444145,0.00031708100105206434,0.00031602060459311914,0.0003150739404978429,0.00031410234183529273,0.0003129557087110834,0.0003121207446270532,0.0003111873036353072,0.0003102400254709382,0.0003093563672115197,0.00030847236412726584,7.664281194856851e-05,7.579349439680442e-05,7.487602983963598e-05,7.36793211721217e-05,7.268797800074512e-05,7.154467257635463e-05,7.065330641860973e-05,6.974182960890582e-05,6.895531951042893e-05,6.82709846854221e-05,6.75561645989946e-05,6.690143169892527e-05,6.63255078177271e-05,6.522082493074584e-05,6.451256051340907e-05,6.400697708902754e-05,6.320856536377203e-05,6.24208554127209e-05,6.169032857685737e-05,6.091731521009708e-05,6.008852923329951e-05,5.935006524809423e-05,5.828034258995591e-05
GIN,0.00016864530038713572,0.0001671498510382742,0.00016559545244122103,0.00016398210459597627,0.00016230980750253984,0.0001605754585689017,0.00015877905779506182,0.0001569175025890101,0.0001549938955427567,0.00015300513406429152,0.0001509450129695943,0.0001488166348506752,0.00014662620489155437,0.0001443613127241915,0.00014202816353260674,0.00013962055213277987,0.0001371508888927513,0.00013460676344448068,0.00013199127837997806,0.00012930133110723336,0.00012655243458629706,0.00012372597326510855,0.00012168446772247189,0.00012083435751170828,0.0001199811447089346,0.0001191217267221407,0.00011826500400328629,0.00011744709782343093,0.00011656729400665814,0.0001157124890572097,0.00011487320067624579,0.00011400860444244916,0.00011309617307921478,0.00011219294328179339,0.00011131894853871798,0.00011041555398685566,0.00010951224874975334,0.00010862827079954734,0.00010775341263787424,0.0003376911898824381,0.00033680693015342904,0.00010509412947856892,0.00010428965349825925,0.00010344371046365594,0.00010247283894810484,0.00010174935709570491,0.00010111018350510204,0.0001002927591344201,9.93611028811794e-05,9.846873834328783e-05,9.755057730176906e-05,9.673014004852627e-05,9.589045704142283e-05,9.500868519728703e-05,9.404160364905043e-05,9.300991359347298e-05,9.211851472880232e-05,9.106853810004971e-05
