ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
AFG,0.001785221112107732,0.001783644693864535,0.0017822864738302221,0.001780758144714515,0.0017793868107511283,0.0017778254074125328,0.0017761310239262633,0.0017738840705204364,0.0017719582714242298,0.001770302225506411,0.0017677512224378823,0.0017649277774852725,0.0017624249071018236,0.0017601483033723752,0.0017576957157079771,0.0017550518450312046,0.0017525661063289735,0.0017500448370737353,0.0017475778309837932,0.0017447995046575918,0.0017432950207134476,0.0017403600244860003,0.0017389339390354484,0.0017375078535848967,0.001736081768134345,0.001734657979117691,0.0017332341901010369,0.0017318104010843828,0.001730386612067729,0.001728962823051075,0.0017276033341835602,0.0017262438453160454,0.0017248843564485307,0.0017235248675810156,0.001722165378713501,0.0017207392932629493,0.0017193132078123974,0.0017178871223618457,0.0017164610369112938,0.001715034951460742,0.0017135434176441021,0.0017127484587957822,0.0017113784836785364,0.001710101586455352,0.0017089290384131187,0.0017075971257274926,0.0017070076432320611,0.0017054829011841782,0.0017046512686691286,0.0017041830431008941,0.0017029894086896917
ALB,0.0005361641632544796,0.0005355613493562995,0.0005349585354581195,0.0005343557215599393,0.0005337529076617592,0.0005331673170178128,0.0005325817263738664,0.00053199613572992,0.0005314105450859736,0.0005308249544420272,0.0005297088875676824,0.0005285928206933374,0.0005274767538189925,0.0005263606869446477,0.0005252446200703028,0.0005240389922739426,0.0005228333644775823,0.0005216277366812221,0.0005204221088848618,0.0005192164810885017,0.0005176996864989856,0.0005161828919094696,0.0005146660973199535,0.0005131493027304375,0.0005116069712221736,0.0005105444812923297,0.0005087620779277453,0.0005069607650384027,0.000505896642307783,0.0005036010151632489,0.0004979847032295229,0.0004939166095237593,0.0004925795359258525,0.0004919701597644,0.0004904533700464645,0.0004889771526792681,0.0004833355375138663,0.00048167350062091024,0.00048054234672172157,0.00047808556903674465,0.00047354860934428126,0.0004689024256535817,0.000466850988583452,0.00046671706870401373,0.00046386093054119696,0.0004600042586962869,0.00045868350806710053,0.00045952096990663097,0.0004505949701882325,0.00044345655333276725,0.0004407553563628736
DZA,0.0007108642021294519,0.0007022634394705483,0.0006946031548544959,0.0006865222784197444,0.0006784480679935736,0.0006761784618767917,0.0006742248092897038,0.0006723650405928277,0.0006704358492868173,0.0006686296884184061,0.0006677281794078603,0.0006677575092885043,0.0006678988050705609,0.0006695076086188248,0.0006697132078676629,0.0006670097328376038,0.0006648356593549833,0.0006637175945755111,0.0006632049689200838,0.0006635987277284323,0.0006588288134387623,0.0006534603405668035,0.0006493432072862903,0.0006457350090123781,0.0006417534696613101,0.0006387033178513218,0.0006344599149010353,0.0006259619704575353,0.0006192875017916725,0.0006164283261462672,0.0006053826463644305,0.00060131962729344,0.000597128279324197,0.0005897354523079682,0.0005847017461563496,0.0005806629301774653,0.0005753090385341622,0.0005695710088040737,0.0005639891138795495,0.0005601864713876857,0.0005533013998645045,0.0005468716467569063,0.0005431456409004079,0.0005410987540036495,0.0005389835474997953,0.0005366249434565484,0.0005351715585373657,0.000538085833796838,0.0005221990482210019,0.0005216808332705485,0.0005256529873686713
AGO,0.0004973183610601257,0.0004949427001928215,0.0004925670393255174,0.0004901913784582133,0.00048781571759090917,0.00048499914141522194,0.0004821825652395347,0.0004793659890638474,0.0004765494128881601,0.00047373283671247294,0.0004689436238185505,0.00046415441092462813,0.0004593651980307058,0.0004545759851367834,0.0004497867722428611,0.00044385049061697313,0.00043791420899108515,0.0004319779273651973,0.0004260416457393093,0.0004201053641134213,0.00041317013374197776,0.0004062349033705342,0.0003992996729990907,0.00039236444262764707,0.0003854292122562035,0.0003769359488485113,0.0003700115595624086,0.0003626084529270655,0.00035587455734944275,0.00034874298965291287,0.0003423812054506139,0.00032841562502631584,0.0003199608634736591,0.0003109281920345642,0.0003037662139733269,0.0002998811280405838,0.0002940770262553166,0.0002872786245072846,0.0002811919319575017,0.0002774261142556493,0.0002713960372262336,0.0002671521942950621,0.00026281333461565857,0.0002604035809294429,0.0002593352774572641,0.0002614798719592434,0.0002659711306864556,0.00027254739937283015,0.0002614631418107396,0.0002586371044866332,0.00026352734527259366
ARG,-0.00021188274883299186,-0.00021504953117809818,-0.0002212082673415447,-0.00022120940710605475,-0.00022333467710902868,-0.00022627344254417934,-0.0002312119184220193,-0.00023331814686314956,-0.00023435176737524315,-0.00023729923615450156,-0.00023921540244766323,-0.00024126688956888743,-0.00023693621515107896,-0.00023203239272706253,-0.000242447233016327,-0.0002454315892888598,-0.00024586382520768645,-0.00024790346791080266,-0.00024643941214190756,-0.00024630546427782733,-0.0002485894476324375,-0.0002495555531296944,-0.0002458707805020873,-0.00025707695846444563,-0.0002569067879737489,-0.00025235731717696263,-0.0002550581374341604,-0.0002531044544508035,-0.0002710893930050479,-0.0002540925563375447,-0.00024217295429102486,-0.00023335320239672324,-0.0002338297381577553,-0.00023069184191707907,-0.00023336087769118595,-0.00023199494519050617,-0.00022887257336282014,-0.0002298367000539642,-0.00023659686647339487,-0.00023891000946021592,-0.0002452097851335028,-0.0002909930118121825,-0.00028552193637445877,-0.00028120570063080297,-0.0002753247913109302,-0.00026903651149681084,-0.0002589103184767063,-0.00024423305434113045,-0.0002508342343881161,-0.00023756265731350172,-0.00022046813469468035
ARM,0.0001193232702428346,0.00011433197116590324,0.00010934067208897194,0.00010434937301204063,9.935807393510933e-05,9.448733763781403e-05,8.961660134051871e-05,8.474586504322342e-05,7.987512874592815e-05,7.500439244863285e-05,7.070202354105023e-05,6.63996546334676e-05,6.209728572588495e-05,5.779491681830233e-05,5.3492547910719706e-05,5.0692046772317324e-05,4.7891545633914806e-05,4.5091044495512397e-05,4.229054335710988e-05,3.949004221870747e-05,3.829589659183638e-05,3.710175096496523e-05,3.5907605338094246e-05,3.471345971122307e-05,3.351931408435201e-05,3.313925427426135e-05,3.2759194464170694e-05,3.2379134654079956e-05,3.199907484398927e-05,3.1619015033898534e-05,3.271508196245088e-05,3.211120795141182e-05,3.3555018745656204e-05,3.5547569635063515e-05,3.766391461163118e-05,3.97312243409723e-05,4.151859390172995e-05,4.396189262421995e-05,4.544241255071538e-05,4.728528118328281e-05,4.853773428836801e-05,4.995465182077271e-05,5.193472433052859e-05,5.502725648172583e-05,5.9951616195551e-05,6.50239192243692e-05,7.455649552012865e-05,8.295055931120177e-05,7.31952214090089e-05,7.541297531226323e-05,7.804624754751235e-05
AUS,-0.0009816991349111254,-0.00098418400667421,-0.0009853171854266314,-0.0009859426821278354,-0.0009867115649528457,-0.0009881485530656648,-0.0009878676570658953,-0.0009884850355389248,-0.0009878991541960166,-0.0009868452694215784,-0.0009857249132110733,-0.0009820164539571527,-0.0009746720246375812,-0.0009585553966704129,-0.0009542063198605764,-0.0009492388591545639,-0.0009462291288072143,-0.0009413514728340742,-0.0009308944514195467,-0.0009216705486524048,-0.000905047696983065,-0.0008955604275554317,-0.000907571610735446,-0.0008980541910058629,-0.0009074956735690861,-0.0009084178221653702,-0.0009058244682322223,-0.0008794568506215463,-0.0008444644252213838,-0.0008402281556645602,-0.000834907707169817,-0.000838281454507606,-0.0008482860898131291,-0.0008448037313526723,-0.0008231075744489864,-0.0008090143402564255,-0.0007945384009853315,-0.0008172082665292315,-0.0008261680354396915,-0.0008162500162640686,-0.0008387805088877539,-0.0008344309422001054,-0.0008026137315458627,-0.0007354052736485346,-0.0007014073607775587,-0.000682240990751315,-0.000639079003929935,-0.0005539291398621909,-0.0006219993995050127,-0.0005324523905932172,-0.00043057941155257153
AUT,-0.0005570077892477197,-0.0005567895724978931,-0.0005563431265848474,-0.0005556674782114604,-0.0005549651339166151,-0.0005541401235902872,-0.0005536083278862274,-0.0005528269984094588,-0.0005516541665642782,-0.0005498451898318275,-0.0005467961591622838,-0.0005415918196858842,-0.0005322536795707919,-0.0005251272315309043,-0.0005188319409473892,-0.0005150564814692827,-0.0005040647327199689,-0.0004905103578806225,-0.000475068118983388,-0.0004646273440901089,-0.00047931304075008043,-0.00047926905373879065,-0.00047823005400246776,-0.00048376256309325176,-0.00048219687368413535,-0.0004442594712962755,-0.00041218974906116827,-0.00040084593933686544,-0.00040214469396207135,-0.00036126927464793704,-0.00035418639851011617,-0.0003301299839143504,-0.0003379637939862683,-0.00032272998651117685,-0.0002771079350660783,-0.00028232055030593734,-0.00031587549611286067,-0.00030935476991502206,-0.0003111353065295836,-0.00033666302365984677,-0.0003388896498179602,-0.00032153823565266704,-0.00026726838003184337,-0.00022479060374635125,-0.0002117790360827466,-0.0001908250839500659,-0.00013388656062909398,-9.059630484548346e-05,-0.00012931463628996094,-0.0001396695833757405,-9.48969566312257e-05
AZE,0.00030206351489037663,0.00030378469209679944,0.0003055058693032223,0.0003072270465096451,0.000308948223716068,0.0003102755625090131,0.00031160290130195827,0.00031293024009490343,0.0003142575788878486,0.0003155849176807937,0.0003134159358642942,0.0003112469540477948,0.0003090779722312953,0.0003069089904147958,0.0003047400085982963,0.00030372957768325153,0.0003027191467682068,0.00030170871585316205,0.0003006982849381172,0.0002996878540230725,0.00029885998960290516,0.0002980321251827378,0.00029720426076257047,0.0002963763963424031,0.0002955485319222357,0.0002952603294680582,0.0002949721270138807,0.0002946839245597031,0.00029439572210552563,0.0002941075196513481,0.0002956022815031793,0.0002921177697455249,0.0002924493104703609,0.00029329516002711396,0.0002946823945592851,0.0002957424357510127,0.00029763392067242616,0.0002991310650682615,0.0003001907249296858,0.0003019329629566308,0.00030126023762697086,0.00030069455352549796,0.00030073114419852524,0.0003011710036934414,0.0003052780662395619,0.0003129370949478945,0.00032536537068236445,0.0003411948417501901,0.0003338771795720923,0.00034151890222303903,0.000353397105765955
BHR,-0.0001031741666228764,-0.00010338084567368101,-0.00010358752472448558,-0.0001037942037752902,-0.00010400088282609481,-0.00010546485943596076,-0.00010692883604582681,-0.00010839281265569275,-0.00010985678926555875,-0.0001113207658754248,-0.00011269862621412211,-0.00011407648655281953,-0.00011545434689151695,-0.00011683220723021431,-0.00011821006756891172,-0.00011950295985338938,-0.00012079585213786714,-0.0001220887444223449,-0.00012338163670682256,-0.00012467452899130033,-0.00011867170045834474,-0.00011813658811230779,-0.00011959040911646525,-0.00011913108980899213,-0.0001290570095639376,-0.00014660885305440213,-0.0001426808088166699,-0.0001398354940210831,-0.0001402546274174551,-0.0001364677357645068,-0.0001315369314794595,-0.00013151745037863933,-0.00012570240440557245,-0.00012173849074880545,-0.00011967420207984955,-0.00011818092488904345,-0.00011715575971759062,-0.00012319318098265108,-0.0001200493312131241,-0.00010428421452552192,-0.00011006264334665331,-0.00010770996892957448,-9.756808170710319e-05,-8.709033214021053e-05,-7.126798259585648e-05,-5.799877923307799e-05,-4.618387297582665e-05,-2.934070289868293e-05,-6.321380608548098e-05,-2.0722493374897343e-05,-2.179203530399993e-06
