1961,55,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,KHM,CMR,CAF,TCD,CHN,COD,CIV,ERI,ETH,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MYS,MLI,MRT,MDA,MAR,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1962,54,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GAB,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,KOR,LAO,LSO,MDG,MWI,MYS,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1963,54,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,BDI,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GAB,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,MDG,MWI,MYS,MLI,MRT,MDA,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1964,54,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,BDI,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GAB,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MYS,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1965,54,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,BDI,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GAB,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MYS,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1966,53,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,BDI,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GAB,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1967,54,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,BDI,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GMB,GHA,GIN,GNB,HTI,HND,IND,IDN,KEN,LAO,MDG,MWI,MLI,MRT,MDA,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SLE,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1968,51,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1969,53,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,BDI,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SEN,SOM,SSD,LKA,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZMB,ZWE
1970,50,AFG,AGO,BGD,BEN,BTN,BIH,BWA,BFA,KHM,CMR,CAF,TCD,CHN,COD,ERI,ETH,GMB,GHA,GIN,GNB,HND,IND,IDN,KEN,LAO,LSO,MDG,MWI,MLI,MRT,MOZ,MMR,NPL,NER,NGA,OMN,PAK,SOM,SSD,LKA,SDN,SWZ,TZA,THA,TLS,TGO,UGA,VNM,YEM,ZWE
