"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"New Caledonia","NCL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.5","7.6","7.8","8","8.2","8.2","8.2","8.1","8","7.7","7.5","7.3","7.6","8.3","9.8","11.6","","",
"Niger","NER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","19.7","18.5","17.1","15.9","15.1","14.4","13.5","12.4","11.7","11.3","10.9","10.6","10.3","10.2","12.3","14.4","","",
"Nigeria","NGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9","9","8.3","7.4","6.5","6.1","6","6","6.1","6.2","6.5","6.7","7.1","7.8","9","11.5","","",
"Nicaragua","NIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6","29.3","27.4","26.2","25.4","24.4","23.4","22.6","22.1","21.6","20.9","20","19","17.8","17","16.4","16.2","","",
"Netherlands","NLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Norway","NOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Nepal","NPL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","21.4","20.4","18.7","17.2","16","15.2","14","12.6","11.2","10.1","9.4","9.2","9.3","9.4","9.5","9.5","","",
"Nauru","NRU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"OECD members","OED","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71684649548288","2.71484489161381","2.74553820018207","2.80511773333285","2.82964874643758","2.80265870592262","2.75763796905853","2.73225312178003","2.73374664191588","2.73384450031706","2.72413032529247","2.72245138069324","2.72053061168892","2.70085693694306","2.67999091969011","2.6560825940652","2.63686280237848","","",
"Oman","OMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9","11.5","11.7","11.7","11.3","10.5","9.5","8.3","7.1","6.1","5.6","5.3","5.1","5.1","5.1","5.3","5.4","","",
"Other small states","OSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5791631804221","17.7176208135507","17.3678713012242","17.0896285788547","16.8643016071084","16.7558504863684","16.4073856907853","16.5532441055095","16.7390859277328","16.7494255615367","16.4715328009924","16.0003338947859","15.5536390916076","15.225332223108","15.0890586010653","15.0811812109533","15.1965581521414","","",
"Pakistan","PAK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4","24.8","25.8","25.5","24.5","23.3","22.4","21.7","21.3","21.1","21.1","21.1","21","21.1","21.2","20.9","20.5","","",
"Panama","PAN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","26.2","24.3","23.3","23.8","22.9","21","18.3","16.3","14.7","13.2","11.8","10.5","9.7","9.1","9.2","9.2","","",
"Peru","PER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","21.7","22.3","22.6","21.6","19.6","17.6","15.7","14.2","12.6","11.2","10.2","9.5","9.3","9.3","9","8.8","","",
"Philippines","PHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4","19.7","19.1","18.5","17.4","16.3","15.2","14.1","13.3","13","13.3","13.7","14.1","14.2","14.2","13.9","13.7","","",
"Palau","PLW","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Pre-demographic dividend","PRE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0118597366614","26.7120927739624","26.3770202909325","25.5833377568141","24.5283067950441","23.4695313745901","22.6925787634216","22.1493403238706","21.6924442236451","21.1961603320355","20.7356596851054","20.3928159144828","20.5183811861524","20.5946025993411","20.9356852113853","21.787178543567","22.9408730119352","","",
"Puerto Rico","PRI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5","37.1","35.5","34.5","34.1","35.4","37.3","39.3","40.8","41.5","41.8","41.7","41.6","41.7","42.3","42.8","43.4","","",
"Portugal","PRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Paraguay","PRY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","12.2","11.5","11","11.2","11.9","12.4","12.6","12.8","12.7","12.2","11.9","12","12.3","12.2","11.7","11.2","","",
"West Bank and Gaza","PSE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73345763207891","7.49035578965948","7.22320840169968","6.97415416018899","6.75429897434578","6.56772738451403","6.36252075992876","6.32165627171319","6.19846107330355","6.2343734926781","6.20630490086085","6.36184645998082","6.62352257526359","6.94746140544176","7.07604485713946","6.98827475751202","6.92542050090866","","",
"Post-demographic dividend","PST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67936577813985","2.61747328779602","2.57440355829662","2.55951105769954","2.55353699330819","2.54473017790495","2.53525195884291","2.53301346230114","2.52997159453521","2.52871756282102","2.52772703215919","2.52639585160026","2.52282858647502","2.51843907228385","2.51414250564768","2.52717059549265","2.54138030247447","","",
"French Polynesia","PYF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.3","4","3.9","3.9","3.9","4","4","4.1","4.1","4.2","4.2","4.1","4.2","4.2","4.3","4.4","","",
"Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","4.4","3.7","3.1","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Rwanda","RWA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6","50","46","45.4","45.5","45.3","44","42","39.5","36.9","35","33.5","32.3","31.6","32.1","34","36.1","","",
"South Asia","SAS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.458075417719","20.3256400643692","21.5571686295365","22.29235800442","22.524723401975","21.83171061961","20.5042980326496","19.2163902339263","18.2758036885192","17.9125131918645","17.7531270666704","17.6750012103807","17.5304749003326","17.1893091636493","16.6927892875059","16.1141534073712","15.671720018479","","",
"Saudi Arabia","SAU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.4","7","7.6","7.9","7.9","7.7","7.7","7.7","7.6","7","6.4","5.7","5.5","5.4","5.5","5.5","","",
"Sudan","SDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","25.2","25.1","25.1","25.2","","",
"Senegal","SEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","27.6","26.7","25.2","23.4","21.6","19.2","16.9","14.7","13.6","13.1","13","12.7","12.4","12.2","11.7","11.3","","",
"Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","14.5","13.6","12.9","12.3","11.9","11.4","11.2","10.9","10.7","10.6","11.1","12.1","13","13.2","12.7","12.3","","",
"Sierra Leone","SLE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6","40.3","40","39.6","38.8","37","34.6","32.2","30.4","28.7","27","25.2","24.5","24.7","25.4","25.7","25.5","","",
"El Salvador","SLV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","9.3","8.9","9.3","10","10.5","10.8","11","11.4","11.9","12.4","12.5","12.3","11.8","11.3","11","10.3","","",
"San Marino","SMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","5.9","5.9","6","6.1","6","6","5.7","5.6","","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5732472596592","26.8776852546834","26.3550551269263","25.5115698596483","24.5093568318105","23.4587067539468","22.7442406438757","22.2307321433658","21.7524534922198","21.1883016155242","20.6566292949297","20.2087457459206","20.0875449958347","19.8643359731799","19.8822594294392","20.3760944067016","21.1652341176875","","",
"South Sudan","SSD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5732472596592","26.8776852546834","26.3550551269263","25.5115698596483","24.5093568318105","23.4587067539468","22.7442406438757","22.2307321433658","21.7524534922198","21.1883016155242","20.6566292949297","20.2087457459206","20.0875449958347","19.8643359731799","19.8822594294392","20.3760944067016","21.1652341176875","","",
"Small states","SST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5513731202535","14.8356188747237","14.5586111290944","14.3809908919996","14.2512908350798","14.1753353654945","13.9915300535792","14.1168103130067","14.2901909525393","14.3264426182046","14.1187667561258","13.7590415594669","13.4140025455507","13.1565505164784","13.0269134949328","12.9618049920093","13.0071019119456","","",
"Sao Tome and Principe","STP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","14.5","12.3","10.9","9.9","9.4","9.4","10.1","11.3","12.9","14.6","15.5","14.8","12.9","10.7","9.8","10.2","","",
"Suriname","SUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","12.9","12.4","12.1","11.6","10.9","10.3","9.7","9.1","8.4","8","8.1","8.2","8.1","7.8","7.6","7.6","","",
"Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","6.5","6.7","6.5","6.3","6.2","6.1","5.9","5.4","4.8","4.3","4.1","3.9","3.7","3.3","2.9","2.7","","",
"Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Eswatini","SWZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","17.4","16","15.3","15.5","17","19.1","21.2","22.6","23.3","23.2","22.7","22.1","21.5","21.3","21","20.7","","",
"Sint Maarten (Dutch part)","SXM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","39.8","39.7","39.1","39.1","39.2","39.8","40.3","40.7","40.8","40","38.9","37.7","37.1","37","38.4","39.7","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6621222766826","17.3980667136553","17.0872869603257","16.8571823360665","16.4878422346192","16.0693063890589","15.535690942495","14.7685333435786","13.9767416887461","13.0182999795424","12.0535851650179","11.2081316446098","10.4841596895157","9.83783502444595","9.28899555334253","9.0767652519652","9.02173015295712","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6855190737315","5.38400864027517","4.98149063851836","4.54135689214928","4.11304006845107","3.8144178618715","3.63017837346461","3.48556923681688","3.39487948339225","3.33108409177277","3.27756100926866","3.20987650690801","3.14322777959088","3.10520265153449","3.09055878414405","3.11640042095201","3.16666584857379","","",
"Togo","TGO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1","30.5","29.8","28.6","27.2","26","24.9","23.9","22.9","22","21","20.1","19.1","18.1","17.2","16.2","16.2","","",
"Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","18.3","17.1","15.8","14.2","12.5","11","10.3","10","9.8","9.2","8.8","8.8","9","9.2","9.2","9","","",
"Tajikistan","TJK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","7.6","6.9","6","5.3","4.8","4.6","4.4","4.5","4.6","4.8","4.9","4.9","4.8","4.8","5.1","5.5","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1432308457964","11.5407109139079","10.9888713194448","10.4681748105664","9.89028506255099","9.15999334200587","8.45503277771777","7.81196356031838","7.40249678674321","7.17515607937969","6.98740059731765","6.81184152499793","6.67626299231634","6.54685344690304","6.44288792809113","6.35317537058099","6.29325125291126","","",
"Timor-Leste","TLS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","35.6","31.8","30.5","30.6","31.3","31.5","31.5","31","30.5","29.2","27.9","26.8","26.6","26.8","27.1","27.2","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0129239175077","9.9372227453582","9.9623285672828","10.0065986234465","10.0558542671109","10.0945911442236","10.0673882956029","9.94165637054185","9.76304023168957","9.42874049587411","9.13556387149768","8.96044447240126","8.9626597925037","9.15117480680781","9.40762465581193","9.71471807450353","9.92879590029428","","",
"Tonga","TON","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.458075417719","20.3256400643692","21.5571686295365","22.29235800442","22.524723401975","21.83171061961","20.5042980326496","19.2163902339263","18.2758036885192","17.9125131918645","17.7531270666704","17.6750012103807","17.5304749003326","17.1893091636493","16.6927892875059","16.1141534073712","15.671720018479","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5732472596592","26.8776852546834","26.3550551269263","25.5115698596483","24.5093568318105","23.4587067539468","22.7442406438757","22.2307321433658","21.7524534922198","21.1883016155242","20.6566292949297","20.2087457459206","20.0875449958347","19.8643359731799","19.8822594294392","20.3760944067016","21.1652341176875","","",
"Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.2","11.3","11.8","12","11.8","11.3","10.7","10.4","10.1","9.6","8.6","7.5","6.6","6","5.5","4.9","","",
"Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5.2","5.6","5.6","5.6","5.6","5.5","5.4","5.2","5","4.8","4.6","4.5","4.5","4.5","4.7","4.9","","",
"Turkey","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Tuvalu","TUV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","36.9","36.8","36.8","35.7","34.4","33.4","33.2","34.1","34.5","34.6","33.6","33","32.6","32.2","32.1","32","","",
"Uganda","UGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","27.4","26.4","24.9","23.7","24.1","25.8","28.1","29.6","30.4","30.9","31.6","32.4","33.7","35.5","38.6","41.4","","",
"Ukraine","UKR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","3.6","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.9","3.3","","",
"Upper middle income","UMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9614302153177","12.7066817768093","12.4447361964754","12.2344218490041","11.8977971169573","11.5177912936166","11.0950587088359","10.5545889713514","10.0573979980559","9.52878313703371","9.00505265936421","8.55910242042528","8.1484103234109","7.76028183718869","7.44160757326526","7.28390075110389","7.22810126035952","","",
"Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.1","4.1","4.2","4.3","4.3","4","3.5","3","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Uzbekistan","UZB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2","18.8","19.8","18.9","16.9","14.5","12.4","11.1","10.3","9.7","9","8.2","7.6","7.4","7.4","7.3","7.4","","",
"St. Vincent and the Grenadines","VCT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","14.8","12.7","11.1","9.8","9.1","8.4","7.8","7.4","7","6.7","6.4","6.1","6","5.9","5.9","5.7","","",
"Venezuela, RB","VEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","16.3","16.8","15.2","13.1","10.5","8.4","6","4","3.1","3.1","3.6","4.7","6.1","7.9","9.8","11.7","","",
"British Virgin Islands","VGB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","22.5","20.7","19.3","18.5","18.2","17.6","16.7","15.5","14.5","13.6","13","12.6","12.1","11.6","11.1","10.8","","",
"Vanuatu","VUT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","8.1","8","7.7","7.4","7","6.6","6.1","5.8","5.8","5.9","6.1","6.3","6.5","6.7","6.9","7.1","","",
"World","WLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","14.9","15.1","15.1","14.8","14.5","13.8","13.1","12.6","12.2","11.8","11.5","11.3","11","10.7","10.6","10.8","","",
