ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
BDI,71.46943355,73.76032779,78.87416092,86.5716238,51.63793676,52.45748852,55.11290688,55.22538559,56.05911385,70.21250721,72.08427138,69.57464447,84.94113497,95.27527395,114.4921667,119.7466788,143.1306097,155.758233,194.7068056,222.8809396,228.5597928,232.4235223,241.350851,213.4434481,240.8759845,243.4790645,221.5647959,204.9682729,204.414541,201.9491438,203.0338024,184.106199,156.3422534,151.3355106,161.1015779,138.0628074,152.741207,138.6191491,123.4596667,130.4238485,128.1980583,117.2814013,108.014551,121.8593036,143.7835295,158.3050232,162.8275094,186.8717489,194.8966661,219.5297995,246.9143271
KHM,109.5186252,109.5566437,117.9156302,123.730817,134.3498164,138.8041906,143.8523912,156.87125,141.8548978,102.3136237,135.2976209,68.92819845,93.9276829,77.76126294,,,,,,,,,,,,,,,,,,,251.4266166,267.6283312,319.5414946,316.1859813,302.1609356,267.0378131,294.0723366,298.9503625,319.0848624,337.0772587,360.1448905,405.9378328,471.1625029,536.6577307,628.4268517,742.5713353,735.4192635,782.6188886,878.3830178
CMR,120.1198714,125.0272859,126.526884,133.7305453,135.969396,139.1730804,148.7210921,163.593492,174.5961743,171.3200388,177.5821328,200.5714071,240.0051702,299.546505,355.6461114,386.5308919,411.1424748,523.3887876,670.0100815,754.6648207,829.9342339,772.4072578,755.5204249,774.7025727,784.9096071,992.4963424,1115.211585,1098.755842,950.76221,923.8812783,1000.32416,890.5573168,1027.557021,680.6305956,626.9557457,679.7773813,668.9962179,637.3908262,675.9501594,583.0948592,589.1651391,648.2987607,790.8953432,892.5257391,914.5531201,964.6015355,1069.856826,1211.304186,1103.67512,1090.382597,1196.843268
CAN,2231.293824,2255.230044,2354.839122,2529.518179,2739.585849,3010.705908,3173.076194,3411.060154,3703.990405,4047.268455,4503.180745,5048.481943,5764.261107,6915.889343,7354.268358,8624.613972,8731.678917,8931.293455,9831.079371,10933.73156,12075.0246,12217.37343,13113.16893,13506.37154,13711.5156,14076.75234,15876.84241,18522.65837,20289.76637,20968.04115,21234.37582,20320.47371,19549.0171,19390.48537,20117.09961,20684.94578,21260.28681,20390.38845,21681.37931,23559.50369,23017.36875,23425.22643,27335.30883,31011.91122,35087.89259,39249.99822,43248.50032,45101.55717,39659.05686,46211.53386,51554.05921
RCA,80.52069618,79.96806883,81.58782909,87.85880661,91.32220743,93.84542062,95.32440203,109.2530119,104.9238121,103.4097967,108.0312859,121.1775262,139.9782495,142.414234,187.6989974,218.8339562,240.5922529,282.8079239,316.5156714,350.4912064,296.9186618,310.3590912,265.1259066,249.5448519,329.7192008,417.315023,442.1340701,458.9654144,444.8944937,510.675109,471.3130385,470.0905836,415.6097789,266.5071894,342.4954949,319.3971769,292.3090511,299.3603002,294.5281985,251.3254089,251.5711858,263.1693586,297.5088825,326.0796178,340.843925,365.3503297,413.2848572,473.8768496,464.5142845,456.2721582,488.2242235
TCD,109.0915357,114.5403021,116.7325801,120.7733725,125.9245699,128.2901557,130.9070451,129.6798101,132.119071,128.7457325,134.6432605,153.4020682,165.5783267,163.1126061,211.4531988,207.5317562,219.8384931,256.8787143,227.1481568,228.9071122,190.187236,176.9237731,172.348098,185.5032991,202.8885431,203.6776301,215.1674279,265.5898249,248.703917,292.1253366,305.5954837,296.8713149,223.6559843,174.6474692,207.141431,222.7375078,206.9700867,225.8833704,191.7646972,166.8513453,198.2791131,221.8337338,293.9101789,456.7944314,529.4326176,588.8879566,655.1614253,757.9602236,622.7902757,728.6779649,875.9403065
RCH,599.73615,683.7692858,664.4146993,685.3074867,699.5309454,792.6958602,765.0930096,767.3241729,870.123169,937.5909655,1096.277154,1161.43292,1622.455502,1513.260181,693.0920247,931.6801615,1245.055732,1415.604501,1879.181039,2463.488351,2872.854336,2108.53912,1685.218647,1612.585419,1359.451807,1437.152292,1666.66134,1931.545749,2186.65499,2388.307454,2706.813295,3244.299788,3416.87212,3882.808212,4941.045248,5167.599171,5567.942178,5266.152019,4781.7048,5133.077311,4625.336377,4487.150018,4866.33225,6223.973768,7614.522058,9371.427743,10383.49089,10672.25349,10106.50848,12670.67341,14501.24759
CHN,75.87257116,69.78987327,73.68876603,83.93043528,97.47009798,103.1811715,95.49668825,90.37133078,98.8898853,111.8227255,117.1815906,130.1112674,155.078442,157.9993781,175.865754,162.9205149,182.678568,154.9720597,182.2847006,193.0220513,195.3054051,201.4447468,223.251945,248.2889082,291.7744907,279.1851067,249.4127911,280.9678615,307.4899926,314.4306005,329.7490887,362.808414,373.8000229,469.2131942,604.2280606,703.1207994,774.467161,820.8630768,864.7303144,949.1780621,1041.637704,1135.44795,1273.640743,1490.380056,1731.125235,2069.343631,2651.260121,3413.588661,3749.272424,4447.756211,5441.759412
COL,276.1183353,292.5060777,276.541382,332.4838998,311.987391,285.3511258,291.1670233,292.4874383,308.0239016,337.2427887,357.417814,387.0407113,449.9840713,527.4464698,545.8617262,624.7098372,774.6670837,904.3035223,1061.313488,1240.067543,1320.804427,1383.144768,1344.632561,1299.445674,1160.187872,1137.519996,1159.771588,1225.046589,1210.758187,1209.183533,1214.453693,1423.929203,1582.581351,2274.885405,2529.325296,2609.297132,2814.134205,2552.468374,2196.714685,2503.549492,2421.272646,2376.083803,2261.283608,2752.913454,3392.924413,3712.785525,4661.213383,5403.455735,5104.991186,6179.770212,7144.328787
COG,145.8479468,155.9787896,157.0802164,164.8306189,171.2731734,185.3235338,193.9225203,199.4986938,204.4579259,205.9491868,234.1257637,289.4980973,370.5124346,388.1728351,493.6618817,471.5065663,464.5266437,518.3430017,686.9932673,949.5577014,1077.591705,1133.949876,1068.74287,1085.752382,1039.423729,864.9159833,1045.371936,979.5249718,1029.780383,1174.323843,1113.539533,1167.768341,744.2415125,668.2355461,777.7615975,908.1794991,806.966776,658.3067765,773.1820463,1029.974585,871.6709433,919.6870144,1039.379799,1347.870907,1718.100815,2120.097846,2233.308252,3059.226535,2401.298155,2920.406708,3414.05471
